Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q14_6_TEXT,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q29,Q30,Q31,Q32,Q32_10_TEXT,Q33,Q33_6_TEXT,Q34,Q35,Q35_16_TEXT,Q36,Q36_16_TEXT,Q37,Q37_16_TEXT,Q38,Q39,Q40,Q41,Q42,Q42_8_TEXT,Q43,Q44,Q45_1,Q46_1,Q47,Q48,Q48_16_TEXT,Q49_1_x,Q49_1_y,Q49_2_x,Q49_2_y,Q49_3_x,Q49_3_y,Q49_4_x,Q49_4_y,Q49_5_x,Q49_5_y,Q49_6_x,Q49_6_y,Q49_7_x,Q49_7_y,Q49_8_x,Q49_8_y,Q49_9_x,Q49_9_y,Q49_10_x,Q49_10_y,Q49,Q50,Q51,Q52,Q53,Q53_4_TEXT,Q54,Q55,Q55_6_TEXT,Q56,Q56_4_TEXT,Q57,Q57_6_TEXT
19,Undergraduate,Biochemistry,First,Female,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Wine,Spirits",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",None,No,None,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,I have not had sex on drugs,16,None,Alcohol,None,None,280,290,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,None,None,None,None,None,None,None,None,None,None,None,None
24,Undergraduate,Bioengineering,Fourth,Female,Cisgender,Bisexual,Yes,Fortnightly,"Beer,Wine,Spirits,Cider",Yes,No,"To get drunk,To relax,It's fun",None,No,None,0-1,Yes,"Cigarettes,Vapes","Pre–rolled, regular size (Straights)",Marlboro,<1,No,"Disposable,Reusable with Pods",RELX,Teas,A week,None,None,None,None,None,None,None,No,Marijuana,None,None of the above,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,Fortnightly,None,No,"To relax/ unwind,To feel good",None,None,None,21,23,Nicotine,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper)",Unsure,No,None,None,No,"Dealer,Bumming off a friend",None,OTHER,None,None,None
20,Undergraduate,Biochemistry,Second,Female,Cisgender,Bisexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,"Cocaine (powder),MDMA/ Ecstasy,Ketamine,Acid/ LSD,Amphetamines (speed, ice, uppers, etc),Mephedrone",None,None of the above,None,Heroin,None,I wanna STOP lol not try new ones but alas,Daily,None,No,"To relax/ unwind,To feel good,To enjoy yourself,Self–medication",None,None,None,None,16,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,OTHER,None,None,None,None,None
21,Undergraduate,Biotechnology,Second,Female,Cisgender,Heterosexual,Yes,Weekly,"Beer,Wine,Spirits,Cider",Yes,Yes,"I like the taste,To relax",None,Yes,Vomitted,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,Marijuana,None,None of the above,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,None,On Special Occasions,None,No,To experience something different,None,None,None,14,16,"Alcohol,Nicotine",None,None,297,266,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,"Joint (pure marijuana, rolling paper)",No,No,None,None,No,Friend,None,None,None,None,None
19,Undergraduate,Biochemistry,Second,Female,Cisgender,Heterosexual,Yes,Weekly,"Beer,Wine,Spirits,Cider",Yes,No,"I like the taste,To get drunk,To relax,It's fun",None,Yes,Vomitted,4-6,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,OTHER",None,None of the above,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,On Special Occasions,None,No,To experience something different,None,None,None,18,18,Alcohol,None,None,293,678,428,254,293,296,223,758,1115,762,1184,581,None,None,None,None,None,None,None,None,"Union Building,Library,Sherfield/ Great Hall,Other","Joint (pure marijuana, rolling paper)",No,No,None,None,No,Bumming off a friend,None,None,None,None,None
21,Undergraduate,Biochemistry,Second,Female,Cisgender,Heterosexual,Yes,Weekly,Spirits,Yes,No,"To get drunk,Because my friends do,To relax,It's fun",None,Yes,Blacked out,4-6,Yes,Snus/ Nicotine pouches,None,None,None,None,None,None,None,None,More than three daily,6mg,2 dot,Nordic Spirit,None,None,None,Yes,Marijuana,None,None of the above,None,"Crack Cocaine,Ketamine,Methamphetamine,Heroin",None,Acid/ LSD,On Special Occasions,None,No,To feel good,None,"Extreme paranoia, extreme mental disorder and physical paralysis due to so many thoughts going on at once, felt suspended and trapped in a world in my head",None,16,16,"Alcohol,Nicotine",None,None,209,751,266,272,325,782,206,863,444,945,None,None,None,None,None,None,None,None,None,None,"Union Building,Library,SAF/ RCS,Chemistry and SECB,Dangoor Plaza","Joint (pure marijuana, rolling paper)",Yes,Yes,"Brownies/ baked goods,Gummies",None,No,"Friends dealer,Friend",None,None,None,None,None
19,Undergraduate,Biochemistry,Second,Female,Cisgender,Heterosexual,Yes,4-6 times a week,"Wine,Spirits,Cider",Yes,Yes,"Because my friends do,To relax,It's fun",None,Yes,Blacked out,15+,Yes,"Cigarettes,Vapes,Snus/ Nicotine pouches","Pre–rolled, regular size (Straights),Pre–rolled, thin (Vogues)",Marlboro,<1,No,Disposable,Crystal,Menthol,A few days,At least one daily,6mg,2 dot,Zyn,None,None,None,Yes,"Marijuana,MDMA/ Ecstasy,Ketamine",None,None of the above,None,"Cocaine (powder),Crack Cocaine,Acid/ LSD,Psilocybin,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,None,On Special Occasions,None,No,"To relax/ unwind,To feel good,To experience something different",None,"Had a bad panic attack, haven’t done weed since",None,16,16,"Alcohol,Nicotine",None,None,338,777,459,912,304,280,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,SAF/ RCS,Dangoor Plaza","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),THC vape (Cart, Penjamins, etc)",No,Yes,Gummies,None,Unsure,Bumming off a friend,None,None,None,None,None
19,Undergraduate,Biochemistry,Second,Male,Cisgender,Heterosexual,Yes,Fortnightly,"Beer,Spirits",Yes,Yes,"To get drunk,Because my friends do,It's fun",None,Yes,Blacked out,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,I have not had sex on drugs,17,None,Alcohol,None,None,300,313,136,494,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Blackett",None,None,None,None,None,None,None,None,None,None,None,None
24,Postgraduate - Research,Medicine,Fifth,Female,Cisgender,Bisexual,Yes,2-3 times a week,Beer,Yes,Yes,"I like the taste,It's fun",None,Yes,Blacked out,4-6,Yes,Cigarettes,Roll your own (Rollies),Amber Leaf,3-5,Yes,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines",None,"Marijuana,Cocaine (powder),Ketamine",None,"Crack Cocaine,Methamphetamine,Heroin,Anabolic Steroids",None,None,Monthly,None,No,"To feel good,To enjoy yourself,To experience something different",None,"Became suicidal; one time the house got broken into and we all thought we were tripping but it turned out the next day that it actually happened, I’ve not taken anything since that. ",None,14,16,"Alcohol,Nicotine",None,None,306,278,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,"Spliff (marijuana with tobacco, rolling paper)",Yes,Yes,Brownies/ baked goods,None,Unsure,"Dealer,Friends dealer,Bumming off a friend,Partner,Friend",None,Can arrange quick delivery,None,They're local,None
20,Undergraduate,Biochemistry,Second,Male,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,Ketamine,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Khat",None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
18,Undergraduate,Biochemistry,First,Male,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
18,Undergraduate,Biochemistry,First,Female,Cisgender,Lesbian,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,None,None,None,Alcohol,None,None,286,261,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Biochemistry,First,Female,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,Not really interested right now,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,Biotechnology,Second,Female,Cisgender,Bisexual,Yes,2-3 times a week,"Wine,Spirits,Cider",Yes,I don't know/ unsure,"To get drunk,To relax,It's fun",None,Yes,Blacked out,7-9,Yes,"Cigarettes,Vapes","Pre–rolled, regular size (Straights)",Marlboro,<1,Yes,"Disposable,Reusable with e-Liquid",Crystal,Triple mango ,A few days,None,None,None,None,None,None,None,Yes,Marijuana,None,None,None,"Crack Cocaine,Ketamine,Methamphetamine,Heroin,Anabolic Steroids",None,None,On Special Occasions,None,No,"To relax/ unwind,To feel good,To experience something different",None,None,None,14,16,"Alcohol,Nicotine",None,None,304,290,314,774,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Dangoor Plaza","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper)",No,Yes,"Brownies/ baked goods,Gummies",None,No,"Dealer,Friend",None,Can arrange quick delivery,None,None,None
19,Undergraduate,Biochemistry,First,Female,Cisgender,Lesbian,No,None,None,None,None,None,None,None,None,None,Yes,Vapes,None,None,None,None,Reusable with e-Liquid,Vaporesso,Lemon lime,A few hours,None,None,None,None,None,None,None,Yes,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Amphetamines (speed, ice, uppers, etc),Mephedrone,Khat",None,Benzodiazepines ,None,No,None,None,None,None,None,None,None,Nicotine,None,None,495,918,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,SAF/ RCS,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Biochemistry,First,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Spirits",Yes,I don't know/ unsure,"I like the taste,To get drunk,To relax,It's fun",None,Yes,Blacked out,15+,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,Marijuana,None,None of the above,None,"Acid/ LSD,Methamphetamine,Heroin,Mephedrone,Khat",None,None,On Special Occasions,None,No,"To enjoy yourself,To experience something different",None,None,None,16,17,"Alcohol,Nicotine",None,None,287,266,1026,663,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Prince's Gardens","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper)",Yes,No,None,None,Unsure,"Friends dealer,Bumming off a friend",None,None,None,None,None
20,Undergraduate,Physics,Second,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Wine,Spirits,Cider",Yes,Yes,To get drunk,None,I don't know/ Unsure,None,7-9,Yes,Vapes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Biotechnology,First,Male,SKIP,Prefer not to say,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None of the above,None,Caffeine ,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Biochemistry,First,Female,SKIP,Prefer not to say,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat,OTHER",None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
18,Undergraduate,Biochemistry,First,Female,Cisgender,Heterosexual,Yes,2-3 times a week,"Wine,Spirits",Yes,No,"To get drunk,Because my friends do,It's fun",None,Yes,Blacked out,15+,Socially,"Cigarettes,Vapes,Snus/ Nicotine pouches","Pre–rolled, regular size (Straights)",Marlboro,<1,No,Disposable,crystal ,mohito ,A few days,Once a week,6mg,2 dot,Velo,None,None,None,No,Marijuana,None,None of the above,None,"Cocaine (powder),Crack Cocaine,Heroin",None,None,Monthly,None,No,"To feel good,To enjoy yourself,To experience something different",None,None,None,15,16,"Alcohol,Nicotine",None,None,275,299,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),THC vape (Cart, Penjamins, etc)",Unsure,No,None,None,Yes,Friend,None,None,None,None,None
22,Undergraduate,Bioengineering,Fourth,Female,SKIP,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,MDMA/ Ecstasy",None,None,None,"Crack Cocaine,Heroin",None,None,On Special Occasions,None,No,"To experience something different,Self discovery",None,None,None,None,16,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Blunt (pure marijuana, cigar or tobacco leaf wrapping)",Unsure,Yes,"Brownies/ baked goods,Gummies",None,No,OTHER,NL,None,None,None,None
19,Undergraduate,Biochemistry,First,Male,Cisgender,Queer,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Benzodiazepines,Khat",None,None,None,Unsure,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,Medicine,First,Male,Cisgender,Bisexual,No,None,None,None,None,None,None,None,None,None,Yes,"Cigarettes,Vapes","Pre–rolled, regular size (Straights)",Marlboro,1-2,No,"Disposable,Reusable with e-Liquid",Crystal Bar,Cherry,A few days,None,None,None,None,None,None,None,No,"Marijuana,Cocaine (powder),Ketamine,Nitrous Oxide,Smart Drugs (Adderall/Ritalin/ etc.)",None,"Marijuana,Cocaine (powder),Nitrous Oxide",None,"Methamphetamine,Heroin,Amphetamines (speed, ice, uppers, etc),Mephedrone",None,"Heavy Hallucinogens, I.e DMT",Weekly,None,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different",None,"Last night, smoked weed and couldn’t perform in bed",None,None,17,"Nicotine,Other Drugs","Marijuana,Cocaine (powder)",None,293,233,505,894,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,SAF/ RCS","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),THC vape (Cart, Penjamins, etc)",Yes,Yes,Gummies,None,No,Dealer,None,Can arrange quick delivery,None,Text,None
19,Undergraduate,Biochemistry,First,Male,Cisgender,Gay,Yes,Monthly,"Spirits,Cider",Yes,I don't know/ unsure,It's fun,None,No,None,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,None,None,Unsure,None,None,None,None,I have not had sex on drugs,19,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,Mechanical Engineering,First,Male,Cisgender,Heterosexual,Yes,Weekly,"Beer,Spirits,Cider",Yes,Yes,"To get drunk,To relax,It's fun",None,Yes,Vomitted,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Psilocybin,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,Biochemistry,Second,Female,Cisgender,Heterosexual,Yes,Fortnightly,"Wine,Spirits,Cider",Yes,I don't know/ unsure,"I like the taste,Because my friends do,To relax,It's fun",None,Yes,Hungover,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,I've had drunk sex,17,None,Alcohol,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
18,Undergraduate,Materials,First,Female,Cisgender,Prefer not to say,Yes,Monthly,"Spirits,Cider",Yes,No,"To get drunk,It's fun",None,Yes,Blacked out,0-1,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None,None,None,None,No,None,None,None,None,I have not had sex on drugs,16,None,Alcohol,None,None,1168,613,294,303,424,341,644,429,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Other",None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,Medicine,Second,Female,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Khat",None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,Biochemistry,Second,Female,Cisgender,SKIP,Yes,2-3 times a week,"Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,To relax,It's fun",None,Yes,Blacked out,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,I've had drunk sex,17,None,Alcohol,None,None,1033,561,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Prince's Gardens,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,JMC,First,Male,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,OTHER,paracetamol,None of the above,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,caffeine,On Special Occasions,None,No,"Exam/ academic performance,OTHER",ill,"too much paracetamol, also a lack of sleep, started hallucinating",None,None,14,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Prescription,None,None,None,None,None
21,Undergraduate,Mathematics,Second,Male,Cisgender,Bisexual,Yes,Weekly,"Beer,Wine",No,Yes,"Because my friends do,To relax,It's fun",None,Yes,Blacked out,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,Cocaine (powder)",None,None of the above,None,"Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Methamphetamine,Heroin,Anabolic Steroids",None,None,On Special Occasions,None,No,"To enjoy yourself,Self discovery",None,None,None,18,18,Alcohol,None,None,223,657,87,553,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Huxley,Sherfield/ Great Hall","Joint (pure marijuana, rolling paper)",Unsure,Yes,Brownies/ baked goods,None,No,"Dealer,Friends dealer",None,Need to organise in advance,None,None,None
17,Undergraduate,Biochemistry,First,Female,Cisgender,Bisexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat,OTHER",None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,Computing,Second,Female,Cisgender,Prefer not to say,Yes,Fortnightly,"Wine,Spirits",Yes,No,"I like the taste,To relax,It's fun",None,Yes,Vomitted,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,"I've had drunk sex,I have not had sex on drugs",18,None,Alcohol,None,None,289,236,1051,748,1166,597,79,561,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Huxley,Other",None,None,None,None,None,None,None,None,None,None,None,None
24,Undergraduate,Mathematics,Fourth,SKIP,SKIP,SKIP,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,Legal and medically prescribed ones,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
